name,energy,ip,ea,chi
mol10059,-36333.43035197426,6.210187707788615,3.1850876649334405,4.697637686361028
mol1006,-71384.42802560079,4.506585587456395,4.238293355009456,4.372439471232926
mol10060,-32335.62680283407,6.318105749761906,1.7141326304237157,4.01611919009281
mol10061,-46103.50385380646,5.408805005915183,1.7688092828784812,3.588807144396832
mol10062,-50940.59772268557,6.670819460806171,0.7989076519506805,3.7348635563784267
mol10063,-48239.06970552582,7.476433556007686,0.325450814319345,3.9009421851635153
mol1007,-54116.75546044996,6.330858590055852,1.835377685570901,4.0831181378133765
mol10070,-38381.16745677284,5.842730701279606,3.293068399803921,4.567899550541763
mol10071,-35355.63680324352,6.404148851231272,2.46749552842951,4.435822189830391
mol10072,-38474.32253937132,6.189963166094426,2.59795187802654,4.393957522060483
mol10074,-35235.59826204431,5.140818715839332,1.8461650953010156,3.4934919055701736
mol10077,-31203.27035258602,5.824571135390447,1.4378666698092304,3.631218902599839
mol1008,-53367.649588859895,5.418838582425504,2.6478965739658404,4.033367578195673
mol10082,-44081.526394016,5.438388054820003,2.5090222076386395,3.9737051312293215
mol10083,-54310.86310770705,4.955261000341168,3.054711743759397,4.004986372050283
mol10086,-40308.10681556929,7.040704022310242,2.5794146058115115,4.810059314060877
mol10087,-31239.41697467382,6.812646625264979,2.6989210571689264,4.755783841216953
mol10088,-33491.599283939126,5.681505028582694,2.7101843200726647,4.19584467432768
mol10089,-30373.012350569537,6.848514531016268,2.6191205378735836,4.733817534444926
mol1009,-67263.05777479496,4.986670394870002,1.5635418574273792,3.27510612614869
mol10090,-42657.979303571614,5.512209536671874,2.940094995258782,4.226152265965328
mol10091,-39539.19016137713,6.246671903408026,3.130380798552082,4.688526350980054
mol10092,-37491.43501328293,7.564943068123039,1.7738525754082868,4.669397821765663
mol10093,-40646.69323012864,5.215305821376852,2.730129600210401,3.9727177107936265
mol10094,-46813.67926736165,3.491361771217024,3.174020432546211,3.3326911018816174
mol10095,-45837.22415353408,4.765541911125183,2.588632765415241,3.677087338270212
mol10096,-45837.41557685836,4.480013870286078,3.0706063997727324,3.775310135029405
mol10097,-41717.66128875563,5.144787594746681,2.777497911954953,3.9611427533508166
mol10098,-42863.70315822592,4.972365799331239,2.8680988174176103,3.920232308374425
mol10099,-44351.562162124195,4.918256606013011,2.8802972606755897,3.8992769333443005
mol1010,-53315.03334527239,6.084351098451897,2.741848547338776,4.413099822895337
mol10100,-46366.57030785632,4.866133929663424,2.5583167936803175,3.712225361671871
mol10101,-40161.94925261704,4.976339515458953,2.858878548177204,3.9176090318180794
mol10102,-44766.50125057488,6.376940043932372,2.4479295527314524,4.412434798331912
mol10103,-42718.90587926048,5.896752049881777,2.2084677555865255,4.052609902734151
mol10104,-48955.93865082795,3.2335537568082753,3.8791858047363577,3.5563697807723162
mol10105,-42751.2434531169,3.9935665935263387,3.245736053584551,3.619651323555445
mol10106,-33900.77400812811,5.838848368838711,2.6652352137255013,4.252041791282106
mol10107,-37424.02392695375,5.930704508523558,2.2757994234995236,4.103251966011541
mol10108,-40101.43065606091,5.200789304837309,1.9464764586659025,3.5736328817516054
mol10109,-49071.23705319959,6.530048175811787,3.610038725591574,5.0700434507016805
mol1011,-52761.61318515871,7.252732165092469,1.9755928389167017,4.614162502004586
mol10110,-33864.43353627991,6.366608301876201,3.266505527861904,4.816556914869053
mol10111,-35912.20167934643,6.379866948327253,3.41533812372291,4.89760253602508
mol10112,-35912.52209222477,4.646073490381241,3.4571297138973023,4.051601602139272
mol10113,-33168.151812737065,6.6342052911822895,2.591510052069553,4.612857671625922
mol10114,-37960.11671405265,5.9232562582654005,2.4692362657186897,4.196246261992045
mol10115,-66964.65825179536,5.596507870497749,2.8202138032414354,4.208360836869591
mol10116,-40899.373415662405,6.8903784378464845,4.245573152441239,5.5679757951438615
mol10117,-54019.31497450763,6.367363009148409,3.3200902089395394,4.843726609043974
mol10118,-39031.86278587342,7.12036644191677,2.162218865966295,4.641292653941532
mol10119,-35847.940777843454,6.605998261639806,2.848730608209298,4.727364434924552
mol1012,-51863.239774450245,5.86306583547867,2.015723134946065,3.9393944852123672
mol10120,-41772.77419054307,4.766433099553675,1.9322027089077718,3.3493179042307233
mol10121,-46672.22255828923,3.9400333613157272,2.348832121489977,3.144432741402852
mol10122,-37554.55496650262,4.419772080577702,2.1634848958255954,3.2916284882016487
mol10123,-47841.23132986043,6.188820140337634,1.6190128534921726,3.9039164969149027
mol10124,-52082.14153404942,5.267213995408395,2.8969998947376414,4.0821069450730185
mol10125,-51099.57355854112,5.540163168361416,3.223823878371031,4.381993523366224
mol10126,-31681.5042041768,6.119174447308099,2.166620293378067,4.142897370343083
mol10127,-35445.67842376854,5.264530483098025,2.567376831093721,3.9159536570958733
mol10128,-49891.56941644014,5.667746406355964,0.7185837230299722,3.193165064692968
mol10129,-37318.13871077845,6.142582047369781,2.470961505640914,4.306771776505347
mol1013,-44603.31837202957,5.867014592669546,2.7912376919017303,4.329126142285639
mol10130,-39593.10217056007,6.776470460345375,1.7837819139971873,4.280126187171282
mol10131,-39593.13158779573,6.4437509174863585,1.7235742475782578,4.083662582532308
mol10132,-55958.38926706458,5.384734221210537,1.3833111024487057,3.384022661829621
mol10133,-52721.37614120123,5.474928991270934,2.6634883961478666,4.069208693709401
mol10134,-45319.77872820279,5.006572206779577,1.5898300704973474,3.2982011386384626
mol10135,-44790.1631462009,4.957250335594368,2.305102457274141,3.6311763964342543
mol10136,-42245.65440589351,5.913291978571703,1.6580587788060537,3.785675378688878
mol10137,-41174.70694695553,6.32355343270277,1.610844713120902,3.9671990729118365
mol10138,-41671.492769403674,5.374791031976977,1.7513405563987154,3.563065794187845
mol10139,-44790.23266852059,5.855563162239231,0.6056957750737076,3.230629468656469
mol1014,-60032.06914100786,6.78517068888238,2.5401106369227664,4.6626406629025725
mol10140,-43719.401398993745,4.621236206632285,2.796974064294554,3.70910513546342
mol10141,-34402.413564735805,6.146887105647968,3.6503151451056866,4.898601125376827
mol10144,-31923.45456153467,4.783005942173008,2.0682348904978025,3.425620416335405
mol10145,-47110.724483731654,5.816089511552868,1.3929973761556187,3.604543443854243
mol10146,-42648.36108736751,6.348108645601579,1.7148047372193762,4.031456691410478
mol10147,-44696.108817342596,6.410936157703133,1.8059797271715226,4.108457942437327
mol10148,-41577.30426063309,7.380421438394349,1.6716355465757864,4.526028492485067
mol10149,-39785.25801381871,5.763504070110069,2.1362109208813016,3.949857495495685
mol1015,-46171.96873471575,6.15142651237916,1.6494717740897502,3.900449143234455
mol10150,-36666.63765942113,6.563855339066419,2.3337560158699735,4.448805677468195
mol10151,-33431.78401595351,7.599836093635274,0.028286361345163057,3.814061227490218
mol10152,-32989.44360256323,6.804912224132511,2.7478451895457194,4.776378706839115
mol10153,-38985.389774452895,6.5055361318372205,2.6982256848182096,4.601880908327714
mol10154,-38985.43213011039,6.5032712679636395,2.4820300078658977,4.492650637914769
mol10155,-38985.761502377725,6.727691107989813,2.4190916448787902,4.5733913764343015
mol10156,-35878.82227365149,5.4950226491917435,3.647901259724156,4.571461954457949
mol10157,-56734.94273315721,7.520233689366882,1.9191270433948178,4.7196803663808495
mol10158,-35244.82954020945,7.689709050218665,1.9667731797826453,4.8282411150006554
mol10159,-33267.13466072352,6.896572696482391,1.1790498351996346,4.037811265841013
mol1016,-57282.57503284359,5.759814753547575,0.8779696726865661,3.31889221311707
mol10160,-39438.9758091309,7.249044020031096,2.2717599861515847,4.7604020030913405
mol10161,-33201.65936762347,7.566597017808363,-0.14360544649444476,3.711495785656959
mol10162,-34832.486259872305,8.371803278685183,1.7582313552992672,5.065017316992224
mol10163,-38268.79942263606,7.120052217933397,2.6060060125105666,4.863029115221982
mol10164,-45633.070434082554,6.728804744739332,1.5956833629616314,4.162244053850482
mol10165,-37406.92526161425,5.770745842075698,2.1479773144634815,3.95936157826959
mol10166,-34601.034659147226,5.778062766235972,1.798275746040526,3.788169256138249
mol10167,-33530.15173817921,7.351117463484919,1.9467233340824297,4.648920398783674
mol10168,-46575.2392880519,6.778128261154882,3.202095311108063,4.990111786131472
mol10169,-51804.843190873944,6.145251774879367,1.9411920931953555,4.043221934037361
mol1017,-41982.4976437545,6.094586884973978,2.5086790680870763,4.301632976530527
mol10170,-32449.79110278919,6.384987078615532,1.7219329534355006,4.053460016025516
mol10171,-41742.69610910537,7.708067632865362,2.6140600171973674,5.1610638250313645
mol10172,-54248.167706862056,7.1554850647354336,2.2841050328980588,4.719795048816746
mol10173,-32885.57345109952,6.529479324078153,2.284719240480486,4.407099282279321
mol10174,-35027.34579242113,7.498090123203744,0.3880501174828696,3.9430701203433065
mol10175,-35038.04043340134,5.513492205769372,3.3796044310987985,4.446548318434085
mol10176,-34369.157406014056,7.418284174464099,2.575719781395877,4.997001977929989
mol10177,-38526.547481337686,6.318744649607302,2.483681564632317,4.401213107119809
mol10178,-41306.338441952765,6.984397897613796,2.7653414449653857,4.874869671289591
mol10179,-41742.647005853454,7.298194403006261,2.3977513512618702,4.847972877134065
mol1018,-50792.32567476604,5.80536492237871,1.8420762414684415,3.8237205819235767
mol10180,-32355.80120431607,6.785281557334649,2.789775027615697,4.787528292475173
mol10181,-38517.881659765604,5.820472848897525,1.32692270007649,3.5736977744870075
mol10182,-40405.853781609825,6.341958971091185,2.8241455003656757,4.58305223572843
mol10183,-42284.97043508955,7.371473490280844,2.365057979106344,4.868265734693594
mol10184,-46529.349227108214,6.740164300844546,3.2920607500607475,5.016112525452647
mol10185,-40049.86405935246,4.9714155162780855,3.524766423185648,4.248090969731867
mol10186,-37348.23079107836,4.64596170783625,2.792895925042103,3.7194288164391764
mol10187,-40540.82313692913,4.534598143001821,3.0024493910577985,3.76852376702981
mol10188,-35474.61126423427,6.61394767666892,2.3594731284554293,4.486710402562174
mol10189,-32355.96712773879,6.501599289932372,2.535295155613499,4.518447222772936
mol1019,-56913.41778125935,6.440733644721505,2.780375657745059,4.610554651233282
mol10190,-43938.76279456341,7.581126462485972,2.9646216863263097,5.2728740744061415
mol10191,-32426.876711080855,5.72199643552085,2.4233187288045883,4.072657582162719
mol10192,-40038.19910107114,6.163340419305164,2.112706559442095,4.138023489373629
mol10193,-32394.592328266863,7.629902931472401,1.3260380260530407,4.477970478762718
mol10194,-32394.70634238526,5.994774401593355,2.8052124704053867,4.399993435999371
mol10195,-34965.94579821704,6.3642435066561305,3.0074344898734844,4.685838998264807
mol10196,-44670.853038293906,7.609844138472507,1.3237825128726834,4.466813325672595
mol10197,-33737.3896039726,7.8128538903799765,2.903057536429043,5.35795571340451
mol10198,-60954.94948583145,8.550154412918353,2.5964777046961105,5.573316058807232
mol10199,-32825.368099222746,8.279344244267827,2.9526062567580342,5.61597525051293
mol1020,-52339.05375842199,6.793232213320895,2.8424239124221584,4.817828062871527
mol10200,-49632.16170288475,7.155055152951991,2.6758886061234555,4.915471879537724
mol10201,-44002.85845606669,7.747217644280422,1.986989055238172,4.867103349759296
mol10202,-52790.00000002473,7.679170812068495,2.17589221735405,4.927531514711273
mol10203,-47772.85254184355,8.722013993343314,2.849969811309548,5.7859919023264315
mol10204,-34777.68564795248,7.6170421964654835,2.693189277957982,5.155115737211734
mol10205,-46779.21800189337,7.630762113594882,1.0787843914291282,4.354773252512005
mol10206,-49893.550362691276,8.401741781969084,1.1987203770253116,4.800231079497197
mol10207,-50766.39017493226,7.427614041187963,2.063128290495444,4.745371165841704
mol10208,-43600.44656470005,7.791364231636552,1.8450805496190048,4.818222390627779
mol10209,-31786.022626316535,8.414958206655443,2.802404349700688,5.608681278178065
mol1021,-45040.14471374205,5.929881859823533,1.7184882309118965,3.824185045367715
mol10210,-31462.27349605458,7.886289414816616,1.2376647993696497,4.561977107093133
mol10211,-35882.69259829153,5.854051483807336,3.2976741732107797,4.575862828509058
mol10212,-35848.61597263337,7.2344966756195666,2.321791872250995,4.77814427393528
mol10213,-34777.804650552105,7.17407110851271,3.010511318303659,5.092291213408184
mol10214,-47283.06506162372,7.746532772758688,2.5247470137517016,5.1356398932551945
mol10215,-34343.151142834,7.428185774176758,2.7533748091143395,5.09078029164555
mol10216,-34777.57705631193,6.166424085419146,3.4250257358792804,4.795724910649212
mol10217,-42528.60868097759,7.7216521641544995,2.9090178829662583,5.315335023560379
mol10218,-51315.75576856524,7.79862057079673,2.649445154172293,5.224032862484512
mol10219,-43692.420975777575,7.159838079437811,1.6031251629825956,4.381481621210203
mol1022,-43996.49609289305,6.128725780525229,2.2521270414341963,4.190426410979713
mol10220,-30769.998412743298,6.175092642944101,1.2829301943771791,3.72901141866064
mol10221,-36429.21443921388,6.128738726282683,2.3659313905572126,4.247335058419948
mol10222,-33261.57131245854,6.468126461215292,3.087677986686896,4.777902223951094
mol10223,-35905.4017481992,6.238973798626848,2.2755160798177907,4.2572449392223195
mol10224,-34872.137122194086,6.659644641236901,2.788068997653969,4.723856819445435
mol10225,-55095.00443326212,7.192325323050961,3.335396333222052,5.263860828136506
mol10226,-40541.73321913781,7.338273009871567,2.71836875198627,5.028320880928918
mol10227,-36993.31785700236,6.708935266009432,2.683730184825058,4.696332725417246
mol10228,-31462.351506616546,7.518583380142714,2.456321429091222,4.987452404616968
mol10229,-53395.60198074215,7.783062309126178,1.2057752619821298,4.494418785554155
mol1023,-41482.22605501425,5.676827776086384,2.71395746325382,4.195392619670102
mol10230,-64317.69833838121,6.900594271907366,2.945082060875825,4.922838166391595
mol10231,-54930.83400938143,5.971322958287223,1.7975570898646578,3.88444002407594
mol10232,-61198.97763493101,7.909560947904112,2.596721701558222,5.253141324731168
mol10233,-51812.22502486288,6.207080561494802,2.473941746559597,4.340511154027199
mol10234,-52793.10055035402,7.141951279363204,2.324867986345385,4.733409632854294
mol10235,-56469.68921081394,6.481266057693234,2.01602327622754,4.248644666960387
mol10236,-43639.899678786416,5.192952816895021,2.1772726513478626,3.6851127341214416
mol10237,-39900.441375986804,7.64327994445685,-1.74142275524716,2.9509285946048447
mol10238,-41105.27742348195,6.950290219779209,2.1355766282222377,4.542933424000724
mol10239,-45713.196479953695,7.926843205552182,2.1026041698611153,5.01472368770665
mol1024,-50269.94641701059,6.000715186715292,2.373019435162239,4.186867310938765
mol10240,-44293.54674629778,5.375577131745367,0.48333842034470753,2.9294577760450373
mol10241,-72155.82834278342,5.4754931365949595,1.5766678532243543,3.526080494909657
mol10242,-38051.95883939426,6.567543745028522,1.40909211937463,3.988317932201576
mol10243,-39900.439097026494,7.37646561953486,-0.4878234675897779,3.444321075972541
mol10244,-39900.386665962775,7.312294475517069,-0.37278105131440736,3.469756712101331
mol10245,-43639.75920240726,6.110203184782432,1.148138837392244,3.629171011087338
mol10246,-43228.20204470994,3.312026142059494,2.1503622482596665,2.7311941951595804
mol10247,-42157.23564394081,4.886276846985677,2.073002428528863,3.47963963775727
mol10248,-33121.67106905288,6.733116955054771,2.2269308808993356,4.480023917977053
mol10249,-35880.147007037405,6.758730794074735,2.4346976790490293,4.596714236561882
mol1025,-44135.0464967387,6.949465563869418,1.908844175215588,4.4291548695425025
mol10250,-47779.40567493416,3.8638782440874917,1.4957222129293593,2.6798002285084257
mol10251,-60284.972908204676,4.832187578161387,1.471768700029115,3.1519781390952515
mol10252,-47718.02603988157,3.6792864035817985,2.5816630579728637,3.1304747307773306
mol10253,-31444.884379846935,7.093453099979316,1.942841505274535,4.518147302626925
mol10254,-48817.2159135404,5.933870428551191,-0.5069362115834803,2.7134671084838557
mol10255,-50448.03562408047,7.879792826246051,-0.8966982302746416,3.4915472979857043
mol10256,-51935.916715961495,6.9959981515477345,-1.1242243659976379,2.9358868927750486
mol10257,-48817.135021328075,6.537074363769697,-0.008716606973807611,3.264178878397944
mol10258,-44263.9437789995,5.39361827357206,2.3894987163916728,3.891558494981866
mol10259,-52503.208558855265,6.488493947787802,0.53488850546886,3.511691226628331
mol1026,-51340.85834800578,6.190396494646276,1.5954058191963811,3.8929011569213285
mol10260,-38031.7496708832,6.2884489674128545,2.359723380204177,4.324086173808515
mol10261,-33666.785463137516,5.7587407119006935,1.7985218720288936,3.7786312919647935
mol10262,-33699.93717300683,5.920359007151078,0.8217892410642673,3.3710741241076727
mol10263,-33699.93201602833,6.012986554366754,0.7444269813568377,3.3787067678617952
mol10264,-68477.9999905508,5.545759192100377,-0.09247083663649391,2.7266441777319415
mol10265,-42752.4215696407,5.889690008847302,2.048589300890326,3.9691396548688145
mol10266,-37900.46716031412,5.736061278919396,1.5946012571201786,3.665331268019788
mol10267,-44973.8793708561,5.789341528999504,0.8204375081354219,3.304889518567463
mol10268,-50196.554542412516,4.778647981725834,1.9532872953404268,3.3659676385331303
mol10269,-48184.48419924163,7.051289498297868,1.575226378092248,4.313257938195058
mol1027,-45205.99883751309,6.816005893271298,1.116312762792429,3.966159328031864
mol10270,-42814.30055281115,4.625502229874561,0.004888732402409508,2.315195481138485
mol10276,-51063.2668111663,7.46256559842512,0.37275421858632496,3.9176599085057227
mol10277,-42081.081634139584,7.053680330522314,1.693105465816746,4.373392898169531
mol10278,-41651.2787366185,6.567757362552763,1.7286628533699984,4.14821010796138
mol10279,-51849.583164464755,5.4061590260912125,2.021142374546229,3.7136507003187194
mol1028,-58325.43005488476,6.812066215478913,1.4260055745000193,4.119035894989466
mol10280,-32892.12223689508,6.7182321591197205,1.1256656790589574,3.9219489190893393
mol10281,-45310.28760553035,7.417102811762467,0.4958508617096016,3.9564768367360337
mol10282,-30941.147241371506,6.335715431540001,3.176599908958592,4.756157670249297
mol10283,-46556.67756625093,5.953881635870299,0.8386822876674563,3.396281961768877
mol10285,-54961.28128728797,5.065948725665151,0.9537978801266338,3.009873302895892
mol10286,-50396.45447965644,6.077985691759761,3.021464426079576,4.549725058919668
mol10287,-31710.380863991428,5.575173486446693,1.9974804623261013,3.7863269743863963
mol10288,-44267.41351798536,6.2361103185931395,2.220379449983682,4.228244884288411
mol10289,-43196.45387404815,5.857785000878319,3.729046888953213,4.7934159449157665
mol1029,-42087.25853947015,5.90495217288693,2.1979368039194656,4.051444488403198
mol10291,-37002.30319267725,6.154297181274515,0.5542530549106017,3.3542751180925587
mol10292,-36962.82707482489,7.205709113153552,0.40130675560766255,3.8035079343806073
mol10293,-41278.13921337942,5.2583572994527445,2.633492676393604,3.945924987923174
mol10294,-40178.94754000446,6.536977877252825,0.9518723662431993,3.7444251217480127
mol10295,-42250.201327751965,6.14838696155653,1.8596263747887924,4.004006668172662
mol10296,-38098.544027971584,5.973689374715323,2.023197729038737,3.998443551877031
mol10297,-40207.368791347086,5.254746235215794,2.503643102776648,3.8791946689962216
mol10298,-39136.44286776654,6.2639629646881,1.9728733652343557,4.118418164961229
mol10299,-50462.292412424504,7.051693880465927,2.2690668123438047,4.660380346404865
mol1030,-53521.822033942415,7.304628602596347,1.9127180282234244,4.608673315409885
mol10300,-51008.129726092295,7.0975795473939565,1.158678613159779,4.128129080276868
mol10301,-46433.67389326215,4.233103379620695,2.7854520841703097,3.509277731895502
mol10306,-36551.50572184495,6.406634619470917,3.5356757679000177,4.971155193685466
mol10307,-33370.0285312378,6.965935504976868,1.5672215678921468,4.2665785364345075
mol10308,-46085.44778802402,6.403296407738333,2.749308679029259,4.576302543383796
mol10309,-47156.35466973275,7.040197827287239,2.00379535968777,4.521996593487505
mol1031,-41016.358835638595,6.410305883940222,1.45025650293098,3.9302811934356012
mol10311,-31363.48298052059,8.23296778252268,-0.9243212018636147,3.6543232903295326
mol1032,-53521.82051620881,6.769850422056116,2.204197043396516,4.487023732726316
mol1033,-33326.929229468114,7.020175178075286,1.242203576301786,4.131189377188536
mol10330,-47174.554249133296,5.72089781124149,1.0402102187556852,3.3805540149985873
mol10335,-46594.23585237653,5.209116744685449,3.6477299705009525,4.428423357593201
mol10337,-32917.9179318248,5.884614954612196,2.256977507885011,4.070796231248603
mol10338,-33179.581833416356,7.2022797804398415,1.2988463590385102,4.250563069739176
mol10339,-31110.799947504234,4.03844406897888,1.4928376998411854,2.765640884410033
mol1034,-45769.72018997051,5.051569050510875,3.020661783613351,4.036115417062114
mol10341,-31043.765685583367,6.336922448272142,1.7836197883803229,4.0602711183262326
mol10342,-38561.64764105645,6.772111271953658,3.4501492959312188,5.111130283942439
mol10343,-39632.644641261766,7.205376496538576,3.0246581846984193,5.115017340618498
mol10344,-50307.21443289125,7.276756805338567,1.3829110221940122,4.329833913766289
mol10345,-48969.42982476786,6.75297280199196,2.4544838027283116,4.603728302360136
mol10346,-56532.116299738984,6.018143591530367,1.6076318470576472,3.8128877192940074
mol10347,-34403.735395545176,5.624136997533145,3.573731372661257,4.598934185097201
mol10348,-35474.68427975718,5.564448921864104,2.534729658165738,4.049589290014921
mol10349,-40609.82120475868,4.521864832710449,3.30548696808723,3.9136759003988395
mol1035,-45261.774069243635,6.346368582710233,1.5120635102865292,3.929216046498382
mol10350,-43178.782530198085,3.435707731760421,3.9886174989512293,3.712162615355825
mol10351,-40060.13061368963,4.786056566285539,2.9274449672528755,3.8567507667692076
mol10352,-40060.285527329426,4.270658405971473,3.1453469593794092,3.7080026826754415
mol10353,-40060.104879016115,5.722919602017382,3.6102515628250886,4.666585582421236
mol10354,-44277.50929050557,6.633609101418398,2.0969915788760383,4.365300340147218
mol10355,-48485.147255739656,5.507248882491964,2.0863446198708724,3.796796751181418
mol10356,-44355.46080110711,5.50518652234704,2.326058011546409,3.9156222669467255
mol10357,-47569.10114291463,5.348546278473805,1.4750812828569906,3.4118137806653976
mol10358,-45460.14585255427,4.729574211585907,1.683924645371957,3.206749428478932
mol10359,-45426.30910354568,4.907048262451319,2.4000161751252738,3.653532218788296
mol1036,-39028.53499243433,5.091130224410603,3.4891522375467345,4.290141230978669
mol10360,-47508.016279072704,5.396851698911765,1.4889090979908146,3.44288039845129
mol10361,-50179.3046924259,4.273968922386368,1.7494169864477602,3.0116929544170645
mol10362,-49649.53842533897,5.112750294130991,1.258006806671626,3.1853785504013077
mol10363,-51123.16764187052,5.108359281718925,1.563931586389123,3.3361454340540244
mol10364,-46436.76560339661,4.794692095080643,2.3329046128661624,3.5637983539734033
mol10365,-50048.49331119936,5.307100504628395,1.623330639363699,3.4652155719960476
mol10366,-51659.76566794981,5.061460257845857,1.393804349876144,3.227632303861001
mol10367,-53674.92881946559,6.260748180851462,1.2436275351757464,3.7521878580136043
mol10368,-48541.09701452218,5.093232320585915,1.355617076016714,3.224424698301315
mol10369,-48479.67034169643,5.160681262546327,2.492258049858767,3.8264696562025473
mol1037,-37957.55336429902,5.108992936166112,4.075487806489857,4.592240371327984
mol10370,-50588.97446175068,5.175907075106505,2.228086788708659,3.701996931907581
mol10371,-47470.26271274881,5.700466014400334,1.9926947550095193,3.8465803847049265
mol10372,-34982.32571143162,7.053868816325779,1.115813423963747,4.0848411201447625
mol10373,-32995.04477117958,7.332900202712402,0.7732031493813588,4.053051676046881
mol10374,-34066.17975842364,6.714438432449242,0.019883158805896528,3.3671607956275693
mol10375,-31957.29695514196,5.961094111998034,0.8268875584741971,3.393990835236116
mol10376,-34005.17252293175,7.308310698315277,0.896294061919499,4.102302380117388
mol10377,-36146.59537976162,6.78262795255061,-0.11669803823816662,3.3329649571562214
mol10378,-37620.01514421788,6.965798747554583,0.90775364712857,3.9367761973415774
mol10379,-32933.76052115114,7.064252336634173,0.9310872411764238,3.9976697889052986
mol1038,-38117.25153952438,6.290317801626198,1.2354637635343613,3.76289078258028
mol10380,-39692.21693933561,7.312538021207196,0.9784270143310927,4.145482517769144
mol10381,-36545.50718054032,6.007475432758071,1.4385691313840332,3.7230222820710517
mol10382,-38156.92088058275,6.533666267171323,1.2172798182292905,3.8754730427003063
mol10383,-40172.05922158703,7.080176692549344,0.14360781360912275,3.6118922530792337
mol10384,-35038.184109111695,7.008862047503389,0.3246719029852337,3.6667669752443115
mol10385,-34976.79232870598,6.853633526940385,1.3200309575471056,4.086832242243746
mol10386,-37086.08407886961,7.328617104589703,1.2863306222815107,4.3074738634356065
mol10387,-33967.349909126446,6.708784871823775,1.0470298492313599,3.8779073605275673
mol10388,-34507.99163944009,6.2888991322737535,1.458311344436297,3.8736052383550255
mol10389,-37400.84435738573,6.186040266512797,1.9115355970941432,4.048787931803471
mol1039,-37046.31281211528,6.8715503859820375,1.4823513765742287,4.176950881278133
mol10390,-37400.8891128586,6.124468396354963,1.4795893168139191,3.802028856584441
mol10391,-36639.78673539045,6.513718490683199,0.641941771535193,3.5778301311091956
mol10392,-31480.529474966315,5.4695788511829155,1.9275702929764653,3.69857457207969
mol10393,-31912.91068527031,7.0651778266560425,1.1695920468997008,4.117384936777872
mol10394,-53489.549118256284,6.05746236487025,2.0867468238258264,4.072104594348039
